code	name	placeName	Longitude	Latitude	num_accessible_stations_30m	num_accessible_stations_45m	num_accessible_stations_60m
9400ZZLUWJN	Willesden Junction Underground Station	Willesden Junction	-0.24428	51.53226	157	432	771
9100WIMBLDN	Wimbledon Rail Station	Wimbledon	-0.20638	51.42128	157	465	769
9100HTHRGRN	Hither Green Rail Station	Hither Green	-0.00094	51.45203	157	486	804
9100BLKHTH	Blackheath Rail Station	Blackheath	0.00888	51.4658	156	455	786
9400ZZDLDEP	Deptford Bridge DLR Station	Deptford Bridge	-0.02243	51.47422	155	449	768
9100STMFDHL	Stamford Hill Rail Station	Stamford Hill	-0.07668	51.57447	155	440	779
9100KENSLG	Kensal Green Rail Station	Kensal Green	-0.22509	51.53055	154	437	776
9400ZZLUHSC	Hammersmith (H&C Line) Underground Station	Hammersmith	-0.22501	51.49354	154	447	790
9400ZZLUSFB	Stamford Brook Underground Station	Stamford Brook	-0.2457	51.49492	154	434	775
9400ZZLUWIM	Wimbledon Underground Station	Wimbledon	-0.20652	51.42136	154	469	779
9100WNSTDPK	Wanstead Park Rail Station	Forest Gate	0.02622	51.5517	153	378	675
9100SYDNHMH	Sydenham Hill Rail Station	Dulwich	-0.08033	51.43272	153	481	801
9400ZZLUGHK	Goldhawk Road Underground Station	Goldhawk Road	-0.22671	51.50201	153	436	784
9400ZZLUNAN	North Acton Underground Station	North Acton	-0.25975	51.52353	151	433	776
9100CRLN	Charlton Rail Station	Charlton	0.03127	51.48682	151	439	764
9100HARLSDN	Harlesden Rail Station	Harlesden	-0.25767	51.53629	151	405	748
9100WLTHQRD	Walthamstow Queens Road Rail Station	Walthamstow	-0.02384	51.58151	151	421	718
9400ZZDLPRE	Prince Regent DLR Station	Prince Regent	0.03417	51.50927	150	441	775
9100CLAPTON	Clapton Rail Station	Upper Clapton	-0.05702	51.56165	149	421	768
9400ZZLUTPN	Turnpike Lane Underground Station	Turnpike Lane	-0.10295	51.59028	149	440	797
9400ZZLUACT	Acton Town Underground Station	Acton Town	-0.28046	51.50306	148	384	738
9400ZZCRWMB	Wimbledon Tramlink Stop	Wimbledon	-0.20581	51.42105	148	462	768
9400ZZLUEHM	East Ham Underground Station	East Ham	0.0512	51.53895	148	411	740
9100STRHCOM	Streatham Common Rail Station	Streatham Vale	-0.13601	51.41873	148	452	776
9400ZZLUPSG	Parsons Green Underground Station	Parsons Green	-0.20117	51.47528	147	469	794
9100LYTNSHR	Leytonstone High Road Rail Station	Leytonstone	0.00842	51.56356	147	391	669
9100NEWSGAT	New Southgate Rail Station	New Southgate	-0.14303	51.61412	147	432	785
9100RICHMND	Richmond (London) Rail Station	Richmond	-0.30156	51.46306	147	504	792
9100WCROYDN	West Croydon Rail Station	Croydon	-0.10258	51.37843	146	482	784
9100BRUCGRV	Bruce Grove Rail Station	Bruce Grove	-0.06986	51.59397	146	424	760
9100BLCHSRD	Blackhorse Road Rail Station	Walthamstow	-0.04123	51.58661	146	442	750
9100CATFORD	Catford Rail Station	Catford	-0.02631	51.44441	145	436	734
9100LEYTNMR	Leyton Midland Road Rail Station	Leyton	-0.00804	51.56973	145	394	667
9100PENEW	Penge West Rail Station	Penge & Sydenham	-0.06083	51.41756	144	476	772
9400ZZLUTBC	Tooting Bec Underground Station	Tooting Bec	-0.15973	51.43568	143	492	800
9100SCROYDN	South Croydon Rail Station	South Croydon	-0.09345	51.36297	143	491	788
9100HROW	Harrow & Wealdstone Rail Station	Harrow	-0.33457	51.59217	142	434	762
9400ZZLUWWL	Walthamstow Central Underground Station	Walthamstow Central	-0.01988	51.58297	142	441	764
9400ZZDLISL	Island Gardens DLR Station	Island Gardens	-0.01013	51.48781	142	453	762
9400ZZLUBKG	Barking Underground Station	Barking	0.08106	51.53933	140	381	697
9100GIPSYH	Gipsy Hill Rail Station	West Dulwich	-0.08383	51.42446	140	436	727
9100UPRHLWY	Upper Holloway Rail Station	Upper Holloway	-0.12951	51.56364	140	446	783
9100EALINGB	Ealing Broadway Rail Station	Ealing	-0.30175	51.51485	139	396	735
9100CATFBDG	Catford Bridge Rail Station	Catford	-0.02478	51.44474	139	418	730
9100HRGYGL	Harringay Green Lanes Rail Station	Harringay	-0.09814	51.57719	139	434	738
9400ZZDLCUT	Cutty Sark (for Maritime Greenwich) DLR Station	Greenwich	-0.0108	51.48167	139	439	754
9100RAYNSPK	Raynes Park Rail Station	Raynes Park	-0.23015	51.40918	138	459	770
9100CROUCHH	Crouch Hill Rail Station	Crouch Hill	-0.11714	51.57131	138	435	741
9100MAZEH	Maze Hill Rail Station	Greenwich	0.00292	51.48263	138	457	782
9400ZZLUPYB	Putney Bridge Underground Station	Putney Bridge	-0.20873	51.46827	136	444	772
9100BARNES	Barnes Rail Station	Barnes	-0.24216	51.46709	136	497	798
9100HYDNSRD	Haydons Road Rail Station	South Wimbledon	-0.18881	51.42545	136	429	736
9400ZZLUGBY	Gunnersbury Underground Station	Gunnersbury	-0.27527	51.49181	136	400	728
9400ZZDLLCA	London City Airport DLR Station	Silvertown	0.04875	51.50342	136	417	732
9400ZZLUWSD	Wanstead Underground Station	Wanstead	0.02854	51.57551	135	370	693
9400ZZDLRAL	Royal Albert DLR Station	Royal Albert	0.04594	51.50836	135	428	752
9400ZZCRLEB	Lebanon Road Tramlink Stop	Addiscombe	-0.085	51.3752	135	471	770
9400ZZLUCWP	Chiswick Park Underground Station	Chiswick Park	-0.26797	51.49463	135	387	735
9400ZZLUSNB	Snaresbrook Underground Station	Snaresbrook	0.02145	51.58068	135	370	693
9100GNRSBRY	Gunnersbury Rail Station	Gunnersbury	-0.27529	51.49168	135	385	711
9100ROMFORD	Romford Rail Station	Romford	0.18325	51.57483	135	392	701
9400ZZLUHSN	Harlesden Underground Station	Harlesden	-0.25788	51.53632	135	375	726
9100HDON	Hendon Rail Station	Hendon	-0.23867	51.58007	134	441	782
9400ZZCRWEL	Wellesley Road Tramlink Stop	Croydon	-0.09755	51.37537	134	469	768
9400ZZALRDK	Emirates Royal Docks (Air Line terminal)	Royal Victoria	0.01766	51.50778	133	423	753
9400ZZLUEPY	East Putney Underground Station	East Putney	-0.211	51.45921	133	433	743
9100STNBGPK	Stonebridge Park Rail Station	Stonebridge	-0.27583	51.54412	133	375	713
9100ANERLEY	Anerley Rail Station	Anerley	-0.06588	51.41215	133	460	753
9400ZZCRDDR	Dundonald Road Tramlink Stop	Wimbledon	-0.20768	51.41756	133	440	753
9400ZZLUDOH	Dollis Hill Underground Station	Dudden Hill	-0.23907	51.55196	133	426	765
9400ZZLUECM	Ealing Common Underground Station	Ealing Common	-0.28827	51.51015	132	338	686
9100ACTONML	Acton Main Line Rail Station	Acton	-0.26676	51.51719	132	390	730
9100WLTWCEN	Walthamstow Central Rail Station	Walthamstow	-0.01981	51.58293	131	414	738
9100STJMSST	St James Street (London) Rail Station	Walthamstow	-0.03291	51.58099	131	413	749
9100PNGEE	Penge East Rail Station	Penge & Sydenham	-0.05421	51.41934	131	457	781
9400ZZLUKSL	Kensal Green Underground Station	Kensal Green	-0.22501	51.53054	130	387	739
9100TOOTING	Tooting Rail Station	Tooting	-0.16127	51.41985	130	403	720
9100SACTON	South Acton Rail Station	South Acton	-0.27016	51.4997	128	362	695
9100WDGRNPK	Woodgrange Park Rail Station	Manor Park	0.04443	51.54927	128	357	674
9400ZZLUGGN	Golders Green Underground Station	Golders Green	-0.19404	51.57227	127	430	789
9400ZZLUEBY	Ealing Broadway Underground Station	Ealing Broadway	-0.30146	51.51502	127	349	703
9400ZZLUWYP	Wembley Park Underground Station	Wembley Park	-0.27926	51.5632	127	385	723
9400ZZLUWTA	West Acton Underground Station	West Acton	-0.28098	51.51801	126	381	724
9100ACTNCTL	Acton Central Rail Station	Acton	-0.26297	51.50872	126	367	696
9400ZZCRWCR	West Croydon Tramlink Stop	Croydon	-0.1017	51.37897	126	421	737
9400ZZDLBPK	Beckton Park DLR Station	Beckton Park	0.05494	51.5088	125	406	732
9100PALMRSG	Palmers Green Rail Station	Palmers Green	-0.11043	51.61832	124	408	764
9100NMBRLPK	Northumberland Park Rail Station	Northumberland Park	-0.05392	51.60198	123	404	730
9400ZZLUSFS	Southfields Underground Station	Southfields	-0.2066	51.44508	123	410	729
9400ZZCRSAN	Sandilands Tramlink Stop	Addiscombe	-0.07804	51.37502	122	452	757
9100PNDRSEN	Ponders End Rail Station	Ponders End	-0.03507	51.64226	122	395	701
9100THTH	Thornton Heath Rail Station	Thornton Heath	-0.1003	51.39878	121	397	716
9100WMBYDC	Wembley Central Rail Station	Wembley	-0.29642	51.55233	119	347	668
9400ZZLUWIP	Wimbledon Park Underground Station	Wimbledon Park	-0.19972	51.43458	118	419	729
9100WCOMBEP	Westcombe Park Rail Station	Charlton	0.0184	51.48421	118	422	751
9100SURBITN	Surbiton Rail Station	Surbiton	-0.30396	51.39246	118	474	799
9100BELNGHM	Bellingham Rail Station	Bellingham	-0.01932	51.43292	118	395	701
9400ZZLUSGP	Stonebridge Park Underground Station	Stonebridge Park	-0.27589	51.54396	117	346	672
9100WEMBLSM	Wembley Stadium Rail Station	Wembley	-0.28561	51.55442	117	359	700
9100NWEMBLY	North Wembley Rail Station	Wembley	-0.30398	51.5626	117	342	657
9100WHHRTLA	White Hart Lane Rail Station	Tottenham	-0.07091	51.60504	117	383	713
9100MITCHMJ	Mitcham Junction Rail Station	Mitcham	-0.15775	51.39295	116	365	682
9100LSYDNHM	Lower Sydenham Rail Station	Sydenham	-0.03334	51.42483	116	375	684
9100NORBURY	Norbury Rail Station	Norbury	-0.12192	51.41145	115	392	705
9100WIMLCHS	Wimbledon Chase Rail Station	Bushey Mead	-0.21403	51.40956	115	399	714
9400ZZDLKGV	King George V DLR Station	Silvertown	0.06263	51.50201	115	387	695
9100SDBRYHH	Sudbury Hill Harrow Rail Station	Sudbury Hill	-0.3358	51.55847	115	354	688
9400ZZLUKWG	Kew Gardens Underground Station	Kew Gardens	-0.28524	51.47706	115	378	699
9100GLGC	Glasgow Central Rail Station	Glasgow	-4.25764	55.85974	115	179	212
9400ZZLUNEN	North Ealing Underground Station	North Ealing	-0.28887	51.51751	114	317	641
9400ZZLUHGR	Hanger Lane Underground Station	Hanger Lane	-0.2927	51.53018	113	370	714
9400ZZCRMTP	Merton Park Tramlink Stop	Merton	-0.20122	51.41359	113	395	712
9400ZZLUWOG	Wood Green Underground Station	Wood Green	-0.10988	51.59749	113	403	756
9100NEWMLDN	New Malden Rail Station	New Malden	-0.25594	51.40408	111	384	708
9400ZZLUNDN	Neasden Underground Station	Neasden	-0.24984	51.55399	111	382	731
9100STHALL	Southall Rail Station	Southall	-0.37861	51.50596	111	334	676
9400ZZLURMD	Richmond Underground Station	Richmond	-0.30134	51.46324	110	400	715
9400ZZLUPKR	Park Royal Underground Station	Park Royal	-0.28434	51.52713	110	298	608
9400ZZDLCYP	Cyprus DLR Station	Cyprus	0.06393	51.50848	109	386	709
9100KENTHOS	Kent House Rail Station	Penge & Sydenham	-0.04524	51.41222	109	417	735
9400ZZCRCTR	Centrale Tramlink Stop	Croydon	-0.10391	51.37577	108	373	692
9400ZZLUTBY	Tooting Broadway Underground Station	Tooting Broadway	-0.16837	51.42763	108	443	766
9100MLHB	Mill Hill Broadway Rail Station	Mill Hill	-0.24924	51.6131	107	392	742
9400ZZLUEFY	East Finchley Underground Station	East Finchley	-0.16501	51.58714	107	391	758
9400ZZLUSWF	South Woodford Underground Station	South Woodford	0.02735	51.59191	106	338	647
9400ZZCRADD	Addiscombe Tramlink Stop	Addiscombe	-0.07324	51.37981	106	408	724
9100RICHNLL	Richmond NLL Rail Station	Richmond	-0.30141	51.46315	105	399	719
9100WOLWCHA	Woolwich Arsenal Rail Station	Woolwich	0.0692	51.48991	105	367	653
9100SDSD	Sanderstead Rail Station	Sanderstead	-0.09367	51.34828	105	440	749
9100WMBY	Wembley Central Rail Station	Wembley	-0.29643	51.55233	105	355	677
9400ZZCRCEN	George Street Tramlink Stop	Croydon	-0.09874	51.37398	105	405	726
9400ZZLURBG	Redbridge Underground Station	Redbridge	0.04537	51.57625	104	338	647
9100SKENTON	South Kenton Rail Station	South Kenton	-0.30846	51.57022	104	344	648
9100BCKNHMH	Beckenham Hill Rail Station	Southend	-0.01594	51.42458	104	361	673
9400ZZLUALP	Alperton Underground Station	Alperton	-0.29961	51.54063	104	273	566
9400ZZCRMDN	Morden Road Tramlink Stop	Merton Park	-0.19283	51.40888	103	349	672
9100PURLEYO	Purley Oaks Rail Station	Purley	-0.09885	51.34705	103	418	734
9100BROMLYS	Bromley South Rail Station	Bromley	0.01735	51.39998	103	402	768
9100WDST	Wood Street Rail Station	Upper Walthamstow	-0.0024	51.58659	103	384	697
9100OKLGHPK	Oakleigh Park Rail Station	Oakleigh Park	-0.16621	51.63769	103	372	708
9100PURLEY	Purley Rail Station	Purley	-0.11403	51.33758	103	423	740
9400ZZLUPRD	Preston Road Underground Station	Preston	-0.29511	51.57198	102	342	667
9100KTON	Kenton Rail Station	Kenton	-0.31698	51.58181	102	345	662
9100GLGCLL	Glasgow Central Low Level Rail Station	Glasgow	-4.25848	55.85867	101	165	208
9400ZZLUUPY	Upney Underground Station	Upney	0.10154	51.53838	101	324	623
9100SVNKNGS	Seven Kings Rail Station	Seven Kings	0.09711	51.56403	101	334	632
9400ZZCRMJT	Mitcham Junction Tramlink Stop	Mitcham	-0.15826	51.39287	101	322	631
9100MOTSPRP	Motspur Park Rail Station	West Barnes	-0.23953	51.3952	101	386	705
9100SHRTLND	Shortlands Rail Station	Shortlands	0.00179	51.4058	101	363	682
9100ARGYLST	Argyle Street Rail Station	Glasgow	-4.25069	55.85729	101	167	209
9100KEWGRDN	Kew Gardens Rail Station	Kew	-0.28505	51.47708	100	360	677
9100SMERTON	South Merton Rail Station	Merton Park	-0.20516	51.40299	100	351	672
9400ZZCRBGV	Belgrave Walk Tramlink Stop	Morden	-0.17851	51.40096	100	317	627
9100ENFC	Enfield Chase Rail Station	Enfield Town	-0.09069	51.65326	99	367	713
9400ZZDLGAL	Gallions Reach DLR Station	Gallions Reach	0.07156	51.50894	99	366	694
9400ZZCRMCH	Mitcham Tramlink Stop	Mitcham	-0.1709	51.39749	99	316	619
9100GLGQHL	Glasgow Queen Street Rail Station	Glasgow	-4.25145	55.86217	99	169	218
9100POTRSBR	Potters Bar Rail Station	Potters Bar	-0.1926	51.69707	98	373	709
9400ZZCRPHI	Phipps Bridge Tramlink Stop	Morden	-0.18231	51.40338	98	319	636
9100EDMNGRN	Edmonton Green Rail Station	Lower Edmonton	-0.06111	51.62494	98	345	675
9400ZZLUWYC	Wembley Central Underground Station	Wembley	-0.29685	51.55231	98	314	618
9100BIRKBCK	Birkbeck Rail Station	Anerley	-0.05573	51.40389	97	362	664
9100WNMHILL	Winchmore Hill Rail Station	Winchmore Hill	-0.10089	51.63395	97	365	713
9100ANDRSTN	Anderston Rail Station	Glasgow	-4.27097	55.85988	97	165	208
9400ZZDLWLA	Woolwich Arsenal DLR Station	Woolwich	0.06914	51.49001	97	337	625
9100BNSBDGE	Barnes Bridge Rail Station	Barnes	-0.25263	51.47201	97	437	742
9100SUTTON	Sutton (London) Rail Station	Sutton	-0.19121	51.35953	97	325	631
9100WOLWCDY	Woolwich Dockyard Rail Station	Woolwich	0.05465	51.49113	96	362	674
9400ZZCRBED	Beddington Lane Tramlink Stop	Beddington Corner	-0.14216	51.38924	96	295	597
9400ZZLUCSD	Colliers Wood Underground Station	Collier's Wood	-0.17808	51.41816	96	401	719
9100BRIMSDN	Brimsdown Rail Station	Brimsdown	-0.03081	51.65559	96	356	654
9100GRVPK	Grove Park Rail Station	Grove Park	0.02173	51.43087	96	401	745
9100EXHIBTC	Exhibition Centre (Glasgow) Rail Station	Finnieston	-4.28358	55.86154	96	164	206
9100GLGQLL	Glasgow Queen Street Low Level Rail Station	Glasgow	-4.25064	55.86233	95	169	213
9100RBRN	Ravensbourne Rail Station	Bromley Park	-0.00755	51.41419	95	343	661
9100HKBG	Hackbridge Rail Station	Hackbridge	-0.1539	51.37787	95	303	628
9100SIVRST	Silver Street Rail Station	Edmonton	-0.06723	51.6147	95	345	674
9400ZZLUBDS	Bounds Green Underground Station	Wood Green	-0.12423	51.60704	94	358	701
9100HROWDC	Harrow & Wealdstone Rail Station	Harrow	-0.33457	51.59218	94	343	652
9100NBCKNHM	New Beckenham Rail Station	New Beckenham	-0.03527	51.41677	94	357	652
9100BRIDGTN	Bridgeton Rail Station	Bridgeton	-4.22605	55.84895	94	157	206
9100BCKNHMJ	Beckenham Junction Rail Station	Beckenham	-0.02581	51.41104	94	380	702
9100CLOCKHS	Clock House Rail Station	Beckenham	-0.04065	51.40859	93	346	641
9100UPMNSTR	Upminster Rail Station	Upminster	0.25089	51.55902	93	294	575
9400ZZLUNWY	North Wembley Underground Station	North Wembley	-0.304	51.56256	93	301	608
9100PTCK	Partick Rail Station	Partick	-4.3088	55.86987	93	162	206
9400ZZLUNKP	Northwick Park Underground Station	Northwick Park	-0.31806	51.57849	93	309	603
9100GLGHST	High Street (Glasgow) Rail Station	Glasgow	-4.24011	55.85955	92	166	212
9400ZZLUSUT	Sudbury Town Underground Station	Sudbury Town	-0.31575	51.55082	92	255	521
9100TWCKNHM	Twickenham Rail Station	Twickenham	-0.3304	51.45003	92	387	703
9100CRSHLTN	Carshalton Rail Station	Carshalton	-0.16637	51.36845	92	288	601
9400ZZCRBLA	Blackhorse Lane Tramlink Stop	Woodside	-0.07056	51.38476	91	373	687
9100NTHOLTP	Northolt Park Rail Station	Northolt	-0.35947	51.55755	91	299	613
9400ZZLUHOH	Harrow-on-the-Hill Underground Station	Harrow	-0.33723	51.5792	91	290	559
9400ZZCRWOD	Woodside Tramlink Stop	Woodside	-0.06536	51.3871	91	358	675
9100HAROOTH	Harrow-on-the-Hill Rail Station	Harrow on the Hill	-0.33723	51.57919	91	297	609
9100LEEE	Lee Rail Station	Lee	0.0135	51.44976	90	362	694
9100WEALING	West Ealing Rail Station	West Ealing	-0.32013	51.51351	90	299	612
9100KIDBROK	Kidbrooke Rail Station	Kidbrooke	0.02751	51.46212	90	367	699
9400ZZCRLOY	Lloyd Park Tramlink Stop	South Croydon	-0.08077	51.36428	90	369	690
9100HAYESAH	Hayes & Harlington Rail Station	Hayes Town	-0.42067	51.5031	90	300	610
9100WADDON	Waddon Rail Station	Waddon	-0.11733	51.3674	90	347	666
9400ZZLUPVL	Perivale Underground Station	Perivale	-0.32345	51.53672	90	327	675
9400ZZLUSEA	South Ealing Underground Station	South Ealing	-0.30742	51.50101	89	300	621
9100DLMRNOK	Dalmarnock Rail Station	Dalmarnock	-4.2177	55.84207	89	151	202
9400ZZCRBRD	Beckenham Road Tramlink Stop	Penge & Sydenham	-0.04341	51.40953	89	327	644
9400ZZCRARA	Arena Tramlink Stop	Woodside	-0.05834	51.39153	89	343	648
9400ZZLUGTH	Gants Hill Underground Station	Gants Hill	0.06619	51.57655	89	308	594
9100GODMAYS	Goodmayes Rail Station	Goodmayes	0.11082	51.56558	88	306	578
9400ZZCRELM	Elmers End Tramlink Stop	Elmers End	-0.04982	51.39792	88	323	631
9400ZZLUWOF	Woodford Underground Station	Woodford	0.03398	51.60691	88	308	594
9400ZZLUKEN	Kenton Underground Station	Kenton	-0.31691	51.58176	88	323	622
9400ZZLUSKT	South Kenton Underground Station	South Kenton	-0.30843	51.57024	88	312	612
9100COLSDNS	Coulsdon South Rail Station	Coulsdon	-0.13788	51.31584	87	383	704
9100CHISWCK	Chiswick Rail Station	Chiswick	-0.26783	51.48114	87	402	712
9100WATFDJ	Watford Junction Rail Station	Watford	-0.39593	51.66391	87	365	691
9100CHRNGXG	Charing Cross (Glasgow) Rail Station	Glasgow	-4.26981	55.86467	86	157	208
9100RTHGLEN	Rutherglen Rail Station	Rutherglen	-4.2121	55.83059	86	147	203
9400ZZLUBTX	Brent Cross Underground Station	Brent Cross	-0.21362	51.57666	85	368	731
9400ZZCRCHR	Church Street Tramlink Stop	Croydon	-0.10436	51.37371	85	335	661
9100NSHEEN	North Sheen Rail Station	North Sheen	-0.28788	51.46516	85	359	687
9100NWELTHM	New Eltham Rail Station	New Eltham	0.07054	51.43806	85	375	714
9100MORDENS	Morden South Rail Station	Morden	-0.19946	51.39612	85	304	635
9100BHILLPK	Bush Hill Park Rail Station	Bush Hill Park	-0.06921	51.64153	85	313	624
9100BLGRVE	Bellgrove Rail Station	Gallowgate	-4.22437	55.85669	84	157	206
9400ZZCRTPA	Therapia Lane Tramlink Stop	Broad Green	-0.12904	51.3857	84	270	570
9100BCKNMJC	Beckenham Junction Rail Station	Beckenham	-0.02602	51.41117	84	347	640
9100SDBRYHR	Sudbury & Harrow Road Rail Station	Sudbury	-0.31547	51.5544	84	342	679
9100DGNHMDC	Dagenham Dock Rail Station	Dagenham	0.14612	51.52609	83	290	576
9400ZZLUSUH	Sudbury Hill Underground Station	Sudbury Hill	-0.33644	51.55695	83	240	476
9100MRTLKE	Mortlake Rail Station	Mortlake	-0.26711	51.46809	83	382	703
9100NBARNET	New Barnet Rail Station	New Barnet	-0.17299	51.64857	83	329	661
9100ELTR	Elstree & Borehamwood Rail Station	Borehamwood	-0.28008	51.65307	83	351	698
9100WALHAMX	Waltham Cross Rail Station	Waltham Cross	-0.02655	51.68507	83	343	633
9400ZZLUHAW	Harrow & Wealdstone Underground Station	Harrow & Wealdstone	-0.33522	51.59227	83	341	644
9400ZZLUSWN	South Wimbledon Underground Station	South Wimbledon	-0.192	51.41531	83	359	677
9400ZZLUNFD	Northfields Underground Station	Northfields	-0.31472	51.49932	82	286	604
9400ZZLUBEC	Becontree Underground Station	Dagenham	0.12703	51.54034	82	288	576
9100CRSHLTB	Carshalton Beeches Rail Station	Carshalton Beeches	-0.16979	51.35741	82	287	605
9100ELMERSE	Elmers End Rail Station	Elmers End	-0.04943	51.3983	81	320	626
